id,STAR_WHITE_DWARF,STAR_CATY_VAR,STAR_BROWN_DWARF,SERENDIPITY_RED,REDDEN_STD,STAR_BHB,GALAXY,SERENDIPITY_DISTANT,QSO,SKY,STAR_RED_DWARF,ROSAT_D,STAR_PN,SERENDIPITY_FIRST,STAR_CARBON,SPECTROPHOTO_STD,STAR_SUB_DWARF,SERENDIPITY_MANUAL,SERENDIPITY_BLUE
199991,0.00028594406,5.5281165e-05,2.8743838e-05,8.3646024e-05,0.5213024,5.108817e-05,9.752756e-06,4.8041846e-05,0.00036397993,0.0024687785,0.076138474,7.76091e-05,0.00015986741,0.0004038548,0.0009623363,0.00038974528,0.39506918,0.0017878358,0.00031348347
199992,0.0014208767,0.45146072,0.12291363,0.12670392,0.003342806,0.0007947773,0.21086414,0.0031440004,9.217098e-05,0.0023059642,0.033685338,0.0025995395,0.0017763232,0.0036931408,0.024659615,0.001193756,0.0003319113,0.0089838365,3.3542925e-05
199993,0.008519418,0.2847323,0.04881301,0.0022143752,0.0003728549,0.0010231431,0.00032774283,0.00047696647,7.4922835e-05,0.0010577394,0.001283479,0.0069443537,0.0018257631,0.0008795509,0.63312453,0.0066815554,0.00016469756,0.0010007777,0.00048280196
199994,0.00013225937,0.8709226,0.0008611729,7.054014e-05,2.6408845e-05,6.9105517e-06,4.936865e-06,0.0005349598,0.0006153305,0.0012419227,0.0007173615,0.0036937245,0.00035716844,4.723649e-05,2.900547e-05,7.4445184e-06,7.091977e-05,6.367601e-05,0.120596334
199995,0.0012239466,0.05955524,0.0033958924,0.010112071,0.11342927,0.00023499237,0.00027309812,0.000485731,0.00022332493,0.2262489,0.5022361,0.008029086,0.0027041694,0.00047881008,0.024952764,0.0001464922,0.036386453,0.007876644,0.002006991
199996,0.3465323,0.0069072386,0.09157807,0.01918445,0.016881729,0.019541495,0.0037897006,0.0060125,0.14231277,0.009966841,0.01192681,0.03812123,0.0091500655,0.105491035,0.055421982,0.075251475,0.0110827545,0.012135823,0.018711783
199997,0.00010841705,0.105285354,0.0013866363,1.4434213e-05,5.4558066e-05,6.6764287e-06,4.9259847e-06,0.0003300184,0.012618359,0.0004380105,0.0008785019,0.0043406896,0.00024362314,0.00038362917,6.9085454e-06,9.289754e-06,0.00025839044,0.0001157057,0.8735158
199998,0.018706499,0.0012052757,0.657822,0.025649065,0.0008354459,0.09827818,0.0031102423,0.0016396485,0.0053079035,0.013032399,0.0066822222,0.027997294,0.008066293,0.051180623,0.055960942,0.013080045,0.0001134588,0.011075157,0.00025735298
199999,6.614254e-05,0.9235521,0.04435562,0.00027636377,7.4935706e-06,7.900832e-05,0.00051783334,0.0001834873,2.7613928e-06,6.4667e-05,9.765199e-05,0.0014967651,0.00013868202,0.0007439361,0.028139113,9.834742e-05,1.8945663e-06,5.50548e-05,0.0001231496
200000,0.00035860884,0.26094,0.0026289397,0.0001083329,0.0004739338,1.8745068e-05,2.9882347e-05,0.0038522459,0.007767582,0.01949783,0.0036044908,0.019658579,0.002311126,0.0003270425,0.00042065835,9.369246e-05,0.002753755,0.00044948282,0.6747051
